Unnamed: 0,Emotion,Text,Clean_Text
19468,surprise,"just made fruit brownie pizza stuff. :) put it in the oven with the turkey, too #flavorcombo !!",fruit brownie pizza stuff :) oven turkey #flavorcombo 
19497,surprise,We are the first people at this surprise party. ,people surprise party
19498,surprise,Wel eens geprobeerd een punt te maken op een levensgroot potlood??  ,Wel eens geprobeerd een punt te maken op een levensgroot potlood
19499,surprise,Hmm If only I knew what me and @drpearlyywhites are doing for our date tonight.  lol 30 minutes left! =],Hmm knew   date tonight lol 30 minutes left =]
19504,surprise,Bon y fout lavouer je me fesait pas assez de pub mon blog etait normal et ma fan page paq assez rempli.mais va changer ,Bon fout lavouer je fesait pas assez de pub mon blog etait normal et fan page paq assez remplimais va changer
19506,surprise,"net even lekker geknutseld, zeil van de boot wat opgehoogd/verstevigd, minder zorgen voor regen en sneeuw nu. En natuurlijk aan de ",net lekker geknutseld zeil van de boot wat opgehoogd/verstevigd minder zorgen voor regen en sneeuw nu En natuurlijk aan de
19518,surprise,We offer outdoor  which provides a variety of walking surfaces to simulate walking on various exterior environments. #AZ,offer outdoor provides variety walking surfaces simulate walking exterior environments #AZ
19520,surprise,Surprise ny tu g penting lah RT @QueeN_cHaRoTz: Iyaa siih selama pake provider si merah tiap hari dapet surprise -______- ,Surprise ny tu g penting lah RT   Iyaa siih selama pake provider si merah tiap hari dapet surprise 
19521,surprise,"Rule of thumb when boozin with a group of buddies, never be the last to pay the bill ",Rule thumb boozin group buddies pay bill
19532,surprise,The joy when you find a tenner in your wallet. That's another 4 pints for me. ,joy find tenner wallet Thats 4 pints me
19533,surprise,:) momm paid my car payment for me &amp; didnt tell me !! -merry earlllyyy christmassss to me,:) momm paid car payment amp didnt tell  merry earlllyyy christmassss
19535,surprise,due today. Also the rent. #instantfollowback,today rent #instantfollowback
19544,surprise,"Off to Mexico, for the best Birthday ever! Thanks to the most amazing girl! @jennital  #sunburn",Mexico best Birthday ever Thanks amazing girl   #sunburn
19552,surprise,Fuck! Gulat ako sa katabe ko. Biglang nilabas yung boobs mag papadede pala ng baby -__- hahhaha! ,Fuck Gulat ako sa katabe ko Biglang nilabas yung boobs mag papadede pala ng baby  hahhaha
19555,surprise,The last month in 2011!! Impress us with the finale   :p,month 2011 Impress finale :p
19559,surprise,@AlexanderNoyes Mr.Noyes guess what... you'll be seeing me and @iiNiccole at another show but im not gonna tell you which one ;) ,  MrNoyes guess what seeing   im gonna tell )
19563,surprise,@TrevorCrighton shock horror Computicket don't learn from their mistakes #amatuerhour,  shock horror Computicket learn mistakes #amatuerhour
19567,surprise,maka-urgent naman tong client oh.. DECEMBER 1?! ,makaurgent naman tong client oh DECEMBER 1
19577,surprise, I was 5 years old.  My aunt took me to the mall and never told my parents.  ,5 years old aunt took mall told parents
19586,surprise,Got a lot done on the apartment with @Tigerwong today. Now I have been stolen away to a hot tub party. ,Got lot apartment   today stolen away hot tub party
19596,surprise,"@farahfayoumi @elsaro11 @Bassel_Toukhy I'm actually surprised by the treatment here, they're actually helping me! #3alekWa7ed",      Im actually surprised treatment here theyre actually helping me #3alekWa7ed
19609,surprise,Day 1 of Extreme Home Makeover Claffey Edition with @staceyclaffey. Hope @ShawiClaff appreciates his new humble abode! ,Day 1 Extreme Home Makeover Claffey Edition   Hope   appreciates new humble abode
19624,surprise,Looks like tomorrow's gonna be a great day after all! #spontaniousplanning,Looks like tomorrows gonna great day all #spontaniousplanning
19640,surprise,Mom is flying in from vancouver tomorrow ,Mom flying vancouver tomorrow
19651,surprise,just realized I have an exam tomorrow in my stars and galaxies class... ,realized exam tomorrow stars galaxies class
19654,surprise,"@MzDiva67 ME TOO........Googled my full name, and turns out I share the name of a Gay Porn Star!!! ",  TOOGoogled name turns share Gay Porn Star
19659,surprise,Stupid law exam...in suds till the 22nd...#blameitontheblonde #crushed,Stupid law examin suds till 22nd#blameitontheblonde #crushed
19672,surprise,@gjbentvelzen Maandag alle zaken doornemen mbt Twinfield UK. Erg leuke nieuwe dingen ontwikkeld. Moet zo wel tot succes leiden. ,  Maandag alle zaken doornemen mbt Twinfield UK Erg leuke nieuwe dingen ontwikkeld Moet zo wel tot succes leiden
19677,surprise,@Foreverfit4u i understand now why they do not announce this stuff anymore ... ... where is &quot;conversation&quot; thread in new twitter?,  understand announce stuff anymore   quotconversationquot thread new twitter
19719,surprise,"@typthecreator is a legal adult. good news for him, good news for me. ",  legal adult good news him good news me
19722,surprise,@IsiaMonet we just finished and he did real good! ,  finished real good
19726,surprise,I live when friends come over with Buddha ,live friends come Buddha
19728,surprise,Maurice seemed startled . ,Maurice startled 
19731,surprise,That moment when the rain makes your chest wetter than your balls ,moment rain makes chest wetter balls
19736,surprise,ahhh! Spencer just made me so happy! stop by my house on his way from practice back home! kajshkajlhdskljhska LOVE HIM SO MUCH!,ahhh Spencer happy stop house way practice home kajshkajlhdskljhska LOVE MUCH
19747,surprise,"Went to the fish store to get alex a new fish as a surprise, but he was already there ",Went fish store alex new fish surprise
19748,surprise,i love having perfect days on a monday. ,love perfect days monday
19749,surprise,"@taylormckay oh that is  well in that case ill wait to say it to u in person, itll be a great ",  oh case ill wait u person itll great
19754,surprise,performance with a comedian dell Arte during the startup competition. ;o) #LeWeb,performance comedian dell Arte startup competition o) #LeWeb
19770,surprise, when i won the principle award ,principle award
19799,surprise,Who's sober on the biggest drinking night of the year...? THIS GIRL!!! ,Whos sober biggest drinking night year GIRL
19812,surprise,Drukke dag voor dochter! afmaken  cadeau #inpakken #gedicht schrijven en dan ook nog #knolhobbelen #typecursus #topotoets pfffffff,Drukke dag voor dochter afmaken cadeau #inpakken #gedicht schrijven en dan ook nog #knolhobbelen #typecursus #topotoets pfffffff
19813,surprise,Like the 15th time I've watch  and just found out that he shags that French bird #legend,Like 15th time Ive watch found shags French bird #legend
19816,surprise,Vol verwachting klopt mijn hart (nog een aantal uren)... #sinterklaas #familie,Vol verwachting klopt mijn hart (nog een aantal uren) #sinterklaas #familie
19818,surprise,@itssnoellexo bout to visit you tomorrow for no reason ,  bout visit tomorrow reason
19855,surprise,My Daddy doesn't know me &amp; my son will be at the airport tomorrow when he touches down! Hehe ,Daddy know amp son airport tomorrow touches down Hehe
19856,surprise,Nose como puedo decirle a una persona &quot;oh God iloveyou y al otro dia decirle.. Killyourself fucking biatch&quot; ,Nose como puedo decirle una persona quotoh God iloveyou al otro dia decirle Killyourself fucking biatchquot
19864,surprise,So he brought me a plane ticket cannot use it since I have no id.. So ill drive to ny... ,brought plane ticket use id ill drive ny
19866,surprise,Hubby said don't tell the kids he be home today and watch them play tennis...hmm ,Hubby said tell kids home today watch play tennishmm
19883,surprise,@CarlyFernandes so excited you have no idea party? #tahoe2011,  excited idea party #tahoe2011
19887,surprise,Back down in giovanini for b.law &amp; the first person I make eye contact with is Coach #dunnomy3to5yet #alwaysbescanning #FUNsight,giovanini blaw amp person eye contact Coach #dunnomy3to5yet #alwaysbescanning #FUNsight
19890,surprise,Apparently I attract bisexual girls under 5 feet tall. ,Apparently attract bisexual girls 5 feet tall
19899,surprise,"A stunned Mrs Hanley said as she left court : ` We never wanted anybody to go to prison over this . "" ",stunned Mrs Hanley said left court :  wanted anybody prison  
19902,surprise,@samseverny  yes! And my room will be complete. I'm moving into my old one and painting it.... You'll see :),  yes room complete Im moving old painting it :)
19924,surprise,The all-of-a-sudden-phone-vibration attack :) ,allofasuddenphonevibration attack :)
19926,surprise,"YAY!!!!! I love you! :) RT @VillageMarket @M_Della  Since you've whistled so loudly, come pick a Khazana Voucher for 1,000shs ",YAY love you :) RT     whistled loudly come pick Khazana Voucher 1000shs
19933,surprise,The things I do for people haha hope they like it :) ,things people haha hope like :)
19952,surprise,"` From all you say of Papa , "" announced Dr Neil naughtily , ` I 'm astonished to learn that he went bankrupt . ", Papa   announced Dr Neil naughtily   m astonished learn went bankrupt 
19959,surprise,Wow that was totally a job interview. #IhopeIdidntblowit,Wow totally job interview #IhopeIdidntblowit
19967,surprise,@dafcarter12 @BenCullen_ @iamLloydE @jay_spear @Ellis2901 what we discussed yesterday isit mr.carter? ,          discussed yesterday isit mrcarter
19989,surprise,i my boy is headed to walmart to make his fist beer run ...... guess who is sober tonight ,boy headed walmart fist beer run  guess sober tonight
19993,surprise,Some even asked the bewildered woman to sign their jeans . ,asked bewildered woman sign jeans 
19999,surprise,"Got my formal dress, no one will be wearing it this year.   ",Got formal dress wearing year
20003,surprise,Big shout out to my brother Colby! Turning the big 6! Crazy how I turn 16 and he turns 6! ,Big shout brother Colby Turning big 6 Crazy turn 16 turns 6
20014,surprise,Teri's brought a light guy. And a fog machine. ,Teris brought light guy fog machine
20016,surprise,"@marlyraeee it's the best way dude, the best way. go check your FB wall btw.. ",  best way dude best way check FB wall btw
20034,surprise,Red polo hat... Mickey mouse necklace can't wait to see witch one I get.. me!,Red polo hat Mickey mouse necklace cant wait witch get me
20047,surprise,"As he drove out of his allotted space , to his astonishment he saw Alexandra about to get into her white saloon . ",drove allotted space  astonishment saw Alexandra white saloon 
20053,surprise,Surprising kids with trip to Great Wolf Lodge tomorrow. Can't wait to see their faces. someone you love tomorrow too!,Surprising kids trip Great Wolf Lodge tomorrow Cant wait faces love tomorrow too
